"","dispnum","stabb","ccode","stday","stmon","styear","endday","endmon","endyear","sidea","revstate","revtype1","revtype2","fatality","fatalpre","hiact","hostlev","orig","version","outcome","settle","recip","numa","numb","COWcode","year"
"5",4,"UKG",200,15,5,1946,13,11,1946,0,0,0,-9,2,-9,7,3,1,5,5,3,1,1,1,200,1946
"6",4,"ALB",339,15,5,1946,13,11,1946,1,0,0,-9,0,0,16,4,1,5,5,3,1,1,1,339,1946
"7",7,"EGY",651,13,10,1951,26,1,1952,0,1,2,-9,2,-9,17,4,1,5,1,3,1,1,1,651,1951
"8",7,"UKG",200,13,10,1951,26,1,1952,1,0,0,-9,1,-9,17,4,1,5,1,3,1,1,1,200,1951
"50",26,"USA",2,21,3,1948,25,7,1949,0,0,0,-9,0,0,13,4,1,5,5,3,1,1,3,2,1948
"51",26,"FRN",220,21,3,1948,25,7,1949,0,0,0,-9,0,0,13,4,1,5,5,3,1,1,3,220,1948
"52",26,"USR",365,21,3,1948,25,7,1949,1,1,1,-9,0,0,16,4,1,5,5,3,1,1,3,365,1948
"53",26,"UKG",200,21,3,1948,25,7,1949,0,0,0,-9,0,0,13,4,1,5,5,3,1,1,3,200,1948
"54",27,"USA",2,25,7,1961,28,10,1961,1,0,0,-9,0,0,10,3,1,5,5,3,1,4,4,2,1961
"55",27,"UKG",200,13,8,1961,28,10,1961,1,0,0,-9,0,0,7,3,0,5,5,3,1,4,4,200,1961
"56",27,"GDR",265,13,8,1961,28,10,1961,0,1,2,-9,0,0,13,4,0,5,5,3,1,4,4,265,1961
"57",27,"POL",290,18,10,1961,28,10,1961,0,0,0,-9,0,0,7,3,0,5,5,3,1,4,4,290,1961
"58",27,"USR",365,25,7,1961,28,10,1961,0,1,2,-9,0,0,13,4,1,5,5,3,1,4,4,365,1961
"59",27,"GFR",260,13,8,1961,28,10,1961,1,0,0,-9,0,0,17,4,0,5,5,3,1,4,4,260,1961
"60",27,"FRN",220,13,8,1961,28,10,1961,1,0,0,-9,0,0,7,3,0,5,5,3,1,4,4,220,1961
"61",27,"CZE",315,18,10,1961,28,10,1961,0,0,0,-9,0,0,7,3,0,5,5,3,1,4,4,315,1961
"62",28,"FRN",220,19,7,1961,5,9,1961,0,0,0,-9,1,-9,17,4,1,5,6,1,1,1,1,220,1961
"63",28,"TUN",616,19,7,1961,5,9,1961,1,1,2,-9,3,-9,13,4,1,5,6,1,1,1,1,616,1961
"83",50,"CHN",710,11,2,1953,19,1,1956,0,1,1,-9,2,-9,17,4,1,5,5,3,1,3,2,710,1953
"84",50,"ROK",732,13,2,1953,13,2,1953,1,1,1,-9,0,0,1,2,0,5,5,3,1,3,2,732,1953
"85",50,"TAW",713,11,2,1953,19,1,1956,1,1,1,-9,2,-9,17,4,1,5,5,3,1,3,2,713,1953
"86",50,"USA",2,11,2,1953,19,1,1956,1,1,1,-9,0,0,7,3,1,5,5,3,1,3,2,2,1953
"87",50,"USR",365,4,8,1954,8,8,1954,0,1,1,-9,0,0,7,3,0,5,5,3,1,3,2,365,1954
"88",51,"CAN",20,29,6,1950,27,7,1953,0,0,0,-9,4,-9,20,5,0,5,5,1,1,2,15,20,1950
"89",51,"ROK",732,24,6,1950,27,7,1953,0,1,1,-9,6,-9,20,5,1,5,5,1,1,2,15,732,1950
"90",51,"NTH",210,20,1,1951,27,7,1953,0,0,0,-9,3,-9,20,5,0,5,5,1,1,2,15,210,1951
"91",51,"PHI",840,16,9,1950,27,7,1953,0,0,0,-9,2,-9,20,5,0,5,5,1,1,2,15,840,1950
"92",51,"GRC",350,20,1,1951,27,7,1953,0,0,0,-9,3,-9,20,5,0,5,5,1,1,2,15,350,1951
"93",51,"THI",800,20,1,1951,27,7,1953,0,0,0,-9,3,-9,20,5,0,5,5,1,1,2,15,800,1951
"94",51,"TUR",640,18,10,1950,27,7,1953,0,0,0,-9,5,-9,20,5,0,5,5,1,1,2,15,640,1950
"95",51,"USA",2,27,6,1950,27,7,1953,0,0,0,-9,6,-9,20,5,0,5,5,1,1,2,15,2,1950
"96",51,"BEL",211,20,1,1951,27,7,1953,0,0,0,-9,3,-9,20,5,0,5,5,1,1,2,15,211,1951
"97",51,"FRN",220,1,1,1951,27,7,1953,0,0,0,-9,4,-9,20,5,0,5,5,1,1,2,15,220,1951
"98",51,"COL",100,6,6,1951,27,7,1953,0,0,0,-9,3,-9,20,5,0,5,5,1,1,2,15,100,1951
"99",51,"AUL",900,1,7,1950,27,7,1953,0,0,0,-9,4,-9,20,5,0,5,5,1,1,2,15,900,1950
"100",51,"UKG",200,28,6,1950,27,7,1953,0,0,0,-9,5,-9,20,5,0,5,5,1,1,2,15,200,1950
"101",51,"NEW",920,29,6,1950,27,7,1953,0,0,0,-9,0,0,20,5,0,5,5,1,1,2,15,920,1950
"102",51,"PRK",731,24,6,1950,27,7,1953,1,1,1,-9,6,-9,20,5,1,5,5,1,1,2,15,731,1950
"103",51,"CHN",710,30,9,1950,27,7,1953,1,0,0,-9,6,-9,20,5,0,5,5,1,1,2,15,710,1950
"104",51,"ETH",530,1,5,1951,27,7,1953,0,0,0,-9,3,-9,20,5,0,5,5,1,1,2,15,530,1951
"105",53,"USA",2,22,8,1956,23,8,1956,0,0,0,-9,0,0,7,3,1,5,5,3,1,1,1,2,1956
"106",53,"CHN",710,22,8,1956,23,8,1956,1,0,0,-9,0,0,16,4,1,5,5,3,1,1,1,710,1956
"123",61,"CUB",40,28,1,1962,12,12,1962,0,0,0,-9,0,0,16,4,1,5,4,1,1,1,2,40,1962
"124",61,"USA",2,28,1,1962,12,12,1962,1,1,3,-9,0,0,13,4,1,5,4,1,1,1,2,2,1962
"125",61,"USR",365,28,1,1962,12,12,1962,0,0,0,-9,0,0,16,4,1,5,4,1,1,1,2,365,1962
"160",92,"GAB",481,18,2,1964,29,2,1964,0,0,0,-9,2,-9,17,4,1,5,1,2,1,1,1,481,1964
"161",92,"FRN",220,18,2,1964,29,2,1964,1,1,3,-9,1,-9,17,4,1,5,1,2,1,1,1,220,1964
"201",122,"UKG",200,26,6,1961,28,2,1962,0,0,0,-9,0,0,7,3,0,5,5,3,1,1,8,200,1961
"202",122,"IRN",630,29,6,1961,29,6,1961,0,0,0,-9,0,0,0,1,0,5,5,3,1,1,8,630,1961
"203",122,"EGY",651,10,9,1961,28,2,1962,0,0,0,-9,0,0,7,3,0,5,5,3,1,1,8,651,1961
"204",122,"KUW",690,25,6,1961,28,2,1962,0,0,0,-9,0,0,10,3,1,5,5,3,1,1,8,690,1961
"205",122,"SAU",670,1,7,1961,28,2,1962,0,0,0,-9,0,0,7,3,0,5,5,3,1,1,8,670,1961
"206",122,"IRQ",645,25,6,1961,28,2,1962,1,1,1,-9,0,0,16,4,1,5,5,3,1,1,8,645,1961
"207",122,"TUN",616,10,9,1961,28,2,1962,0,0,0,-9,0,0,7,3,0,5,5,3,1,1,8,616,1961
"208",122,"JOR",663,10,9,1961,28,2,1962,0,0,0,-9,0,0,7,3,0,5,5,3,1,1,8,663,1961
"209",122,"SUD",625,10,9,1961,28,2,1962,0,0,0,-9,0,0,7,3,0,5,5,3,1,1,8,625,1961
"213",125,"EGY",651,14,5,1958,24,10,1958,0,0,0,-9,0,0,0,1,1,5,8,4,1,2,3,651,1958
"214",125,"USA",2,14,5,1958,24,10,1958,1,1,2,-9,0,0,7,3,1,5,8,4,1,2,3,2,1958
"215",125,"USR",365,17,5,1958,24,10,1958,0,0,0,-9,0,0,7,3,0,5,8,4,1,2,3,365,1958
"216",125,"IRQ",645,15,7,1958,24,10,1958,0,0,0,-9,0,0,0,1,0,5,8,4,1,2,3,645,1958
"217",125,"UKG",200,14,7,1958,24,10,1958,1,1,2,-9,0,0,8,3,0,5,8,4,1,2,3,200,1958
"279",148,"CHN",710,22,4,1959,1,8,1960,1,1,2,-9,1,-9,17,4,1,5,5,3,1,1,1,710,1959
"280",148,"NEP",790,22,4,1959,1,8,1960,0,0,0,-9,1,-9,17,4,1,5,5,3,1,1,1,790,1959
"321",172,"TAW",713,7,1,1962,19,12,1962,0,1,3,-9,-9,-9,16,4,1,5,5,3,1,1,2,713,1962
"322",172,"USA",2,25,2,1962,19,12,1962,0,0,0,-9,0,0,12,3,0,5,5,3,1,1,2,2,1962
"323",172,"CHN",710,7,1,1962,19,12,1962,1,1,3,-9,-9,-9,16,4,1,5,5,3,1,1,2,710,1962
"324",173,"USA",2,22,7,1958,19,12,1958,0,0,0,-9,-9,-9,7,3,1,5,5,3,1,2,2,2,1958
"325",173,"CHN",710,22,7,1958,19,12,1958,1,1,1,-9,-9,-9,17,4,1,5,5,3,1,2,2,710,1958
"326",173,"TAW",713,22,7,1958,19,12,1958,0,1,1,-9,-9,-9,17,4,1,5,5,3,1,2,2,713,1958
"327",173,"USR",365,8,9,1958,8,9,1958,1,0,0,-9,-9,-9,1,2,0,5,5,3,1,2,2,365,1958
"353",185,"POL",290,17,10,1956,21,10,1956,0,0,0,-9,0,0,16,4,1,5,2,1,1,1,1,290,1956
"354",185,"USR",365,17,10,1956,21,10,1956,1,1,2,-9,0,0,14,4,1,5,2,1,1,1,1,365,1956
"389",199,"IND",750,2,11,1961,26,12,1962,1,1,1,-9,6,-9,20,5,1,5,5,3,1,1,1,750,1961
"390",199,"CHN",710,2,11,1961,26,12,1962,0,1,1,-9,5,-9,20,5,1,5,5,3,1,1,1,710,1961
"391",200,"FRN",220,2,8,1956,6,11,1956,0,0,0,-9,-9,-9,20,5,0,5,2,2,1,2,4,220,1956
"392",200,"UKG",200,31,7,1956,6,11,1956,0,0,0,-9,-9,-9,20,5,0,5,2,2,1,2,4,200,1956
"393",200,"USA",2,6,11,1956,6,11,1956,0,0,0,-9,0,0,8,3,0,5,2,2,1,2,4,2,1956
"394",200,"ISR",666,1,9,1955,6,11,1956,0,0,0,-9,6,-9,20,5,1,5,2,2,1,2,4,666,1955
"395",200,"EGY",651,1,9,1955,6,11,1956,1,1,2,-9,6,-9,20,5,1,5,2,2,1,2,4,651,1955
"396",200,"USR",365,5,11,1956,6,11,1956,1,0,0,-9,0,0,1,2,0,5,2,2,1,2,4,365,1956
"399",203,"CHN",710,23,6,1959,31,10,1961,0,1,1,-9,-9,-9,17,4,1,5,5,3,1,1,1,710,1959
"400",203,"IND",750,23,6,1959,31,10,1961,1,1,1,-9,-9,-9,17,4,1,5,5,3,1,1,1,750,1959
"403",208,"USR",365,12,3,1953,31,3,1953,0,0,0,-9,0,0,16,4,0,5,5,3,1,2,2,365,1953
"404",208,"CZE",315,10,3,1953,31,3,1953,0,0,0,-9,0,0,16,4,1,5,5,3,1,2,2,315,1953
"405",208,"USA",2,10,3,1953,31,3,1953,1,0,0,-9,0,0,12,3,1,5,5,3,1,2,2,2,1953
"406",208,"UKG",200,12,3,1953,31,3,1953,1,0,0,-9,1,-9,7,3,0,5,5,3,1,2,2,200,1953
"456",246,"USR",365,9,7,1960,26,4,1961,1,0,0,-9,0,0,1,2,0,5,5,3,1,2,1,365,1960
"457",246,"USA",2,22,4,1960,26,4,1961,0,1,3,-9,0,0,7,3,1,5,5,3,1,2,1,2,1960
"458",246,"CUB",40,22,4,1960,26,4,1961,1,0,0,-9,0,0,16,4,1,5,5,3,1,2,1,40,1960
"466",252,"USA",2,15,4,1946,4,10,1946,0,0,0,-9,0,0,7,3,0,5,5,3,1,1,2,2,1946
"469",253,"JPN",740,8,5,1960,8,5,1960,1,0,0,-9,0,0,0,1,0,5,7,1,1,5,1,740,1960
"470",253,"TUR",640,8,5,1960,30,5,1960,1,0,0,-9,0,0,0,1,0,5,7,1,1,5,1,640,1960
"471",253,"PAK",770,8,5,1960,30,5,1960,1,0,0,-9,0,0,0,1,0,5,7,1,1,5,1,770,1960
"472",253,"NOR",385,8,5,1960,30,5,1960,1,0,0,-9,0,0,0,1,0,5,7,1,1,5,1,385,1960
"473",253,"USA",2,1,5,1960,18,7,1960,1,0,0,-9,0,0,12,3,1,5,7,1,1,5,1,2,1960
"474",253,"USR",365,1,5,1960,18,7,1960,0,1,2,-9,0,0,16,4,1,5,7,1,1,5,1,365,1960
"531",259,"YAR",678,3,6,1956,6,9,1958,0,1,1,-9,-9,-9,17,4,1,5,1,3,1,1,1,678,1956
"532",259,"UKG",200,3,6,1956,6,9,1958,1,0,0,-9,-9,-9,17,4,1,5,1,3,1,1,1,200,1956
"606",343,"CHN",710,2,10,1966,7,6,1968,1,1,1,-9,1,-9,17,4,1,5,5,3,1,1,1,710,1966
"607",343,"USR",365,2,10,1966,7,6,1968,0,1,1,-9,1,-9,17,4,1,5,5,3,1,1,1,365,1966
"608",345,"ISR",666,23,5,1967,19,6,1967,0,0,0,-9,0,0,0,1,1,5,5,3,1,1,2,666,1967
"609",345,"USR",365,23,5,1967,19,6,1967,1,1,2,-9,0,0,1,2,1,5,5,3,1,1,2,365,1967
"610",345,"USA",2,10,6,1967,19,6,1967,0,0,0,-9,0,0,7,3,0,5,5,3,1,1,2,2,1967
"611",346,"BUL",355,16,7,1968,12,11,1968,1,1,2,-9,0,0,14,4,0,5,1,2,0,5,1,355,1968
"612",346,"USR",365,23,4,1968,12,11,1968,1,1,2,-9,0,0,14,4,1,5,1,2,0,5,1,365,1968
"613",346,"GDR",265,16,7,1968,12,11,1968,1,1,2,-9,0,0,14,4,0,5,1,2,0,5,1,265,1968
"614",346,"POL",290,10,5,1968,12,11,1968,1,1,2,-9,0,0,14,4,0,5,1,2,0,5,1,290,1968
"615",346,"CZE",315,23,4,1968,12,11,1968,0,0,0,-9,0,0,0,1,1,5,1,2,0,5,1,315,1968
"616",346,"HUN",310,16,7,1968,12,11,1968,1,1,2,-9,0,0,14,4,0,5,1,2,0,5,1,310,1968
"617",347,"USA",2,23,1,1968,22,12,1968,0,0,0,-9,0,0,10,3,1,5,7,3,1,1,1,2,1968
"618",347,"PRK",731,23,1,1968,22,12,1968,1,1,2,-9,0,0,15,4,1,5,7,3,1,1,1,731,1968
"619",349,"USR",365,2,3,1969,13,12,1969,0,1,1,-9,2,-9,17,4,1,5,5,3,1,1,1,365,1969
"620",349,"CHN",710,2,3,1969,13,12,1969,1,1,1,-9,3,-9,17,4,1,5,5,3,1,1,1,710,1969
"621",350,"PER",135,14,2,1969,17,5,1969,1,1,2,-9,0,0,15,4,1,5,7,3,0,1,1,135,1969
"622",350,"USA",2,14,2,1969,17,5,1969,0,0,0,-9,0,0,0,1,1,5,7,3,0,1,1,2,1969
"623",352,"CHN",710,1,1,1969,7,11,1969,1,1,2,-9,-9,-9,17,4,1,5,5,3,1,1,1,710,1969
"624",352,"MYA",775,1,1,1969,7,11,1969,0,0,0,-9,3,-9,17,4,1,5,5,3,1,1,1,775,1969
"625",353,"USR",365,9,10,1973,31,10,1973,0,1,2,-9,0,0,8,3,0,5,5,1,1,2,3,365,1973
"626",353,"USA",2,6,10,1973,31,10,1973,1,0,0,-9,0,0,8,3,1,5,5,1,1,2,3,2,1973
"627",353,"SYR",652,6,10,1973,31,10,1973,0,0,0,-9,0,0,0,1,1,5,5,1,1,2,3,652,1973
"628",353,"ISR",666,9,10,1973,31,10,1973,1,0,0,-9,0,0,0,1,0,5,5,1,1,2,3,666,1973
"629",353,"EGY",651,6,10,1973,31,10,1973,0,0,0,-9,0,0,0,1,1,5,5,1,1,2,3,651,1973
"630",354,"UKG",200,1,9,1972,8,11,1973,0,0,0,-9,0,0,16,4,1,5,1,1,1,1,1,200,1972
"631",354,"ICE",395,1,9,1972,8,11,1973,1,1,2,-9,1,-9,16,4,1,5,1,1,1,1,1,395,1972
"632",355,"RVN",817,15,1,1974,20,1,1974,1,0,0,-9,1,-9,17,4,1,5,2,2,1,1,1,817,1974
"633",355,"CHN",710,15,1,1974,20,1,1974,0,1,1,-9,-9,-9,17,4,1,5,2,2,1,1,1,710,1974
"634",356,"CAM",811,12,5,1975,15,5,1975,1,1,2,-9,-9,-9,15,4,1,5,7,2,1,1,1,811,1975
"635",356,"USA",2,12,5,1975,15,5,1975,0,0,0,-9,1,-9,16,4,1,5,7,2,1,1,1,2,1975
"636",358,"CHN",710,20,10,1975,20,10,1975,1,1,1,-9,1,-9,17,4,1,5,5,3,1,1,1,710,1975
"637",358,"IND",750,20,10,1975,20,10,1975,0,1,1,-9,1,-9,17,4,1,5,5,3,1,1,1,750,1975
"638",360,"UKG",200,-9,10,1975,29,11,1975,0,0,0,-9,0,0,7,3,1,5,6,1,1,1,1,200,1975
"639",360,"GUA",90,-9,10,1975,29,11,1975,1,1,1,-9,0,0,7,3,1,5,6,1,1,1,1,90,1975
"640",361,"SOM",520,3,2,1976,3,2,1976,1,1,3,-9,1,-9,17,4,1,5,5,3,1,1,1,520,1976
"641",361,"FRN",220,3,2,1976,3,2,1976,0,0,0,-9,1,-9,17,4,1,5,5,3,1,1,1,220,1976
"642",362,"ROK",732,19,6,1976,31,8,1976,0,1,3,-9,1,-9,17,4,1,5,5,3,1,1,2,732,1976
"643",362,"USA",2,18,8,1976,31,8,1976,0,0,0,-9,1,-9,17,4,0,5,5,3,1,1,2,2,1976
"644",362,"PRK",731,19,6,1976,31,8,1976,1,1,3,-9,1,-9,17,4,1,5,5,3,1,1,2,731,1976
"645",363,"UKG",200,4,2,1976,11,2,1976,0,0,0,-9,0,0,0,1,1,5,5,3,0,1,1,200,1976
"646",363,"ARG",160,4,2,1976,11,2,1976,1,1,1,-9,0,0,16,4,1,5,5,3,0,1,1,160,1976
"647",364,"CHN",710,14,3,1974,14,9,1974,1,0,0,-9,0,0,15,4,1,5,7,3,0,1,1,710,1974
"648",364,"USR",365,14,3,1974,14,9,1974,0,0,0,-9,0,0,0,1,1,5,7,3,0,1,1,365,1974
"649",365,"USR",365,6,9,1976,-9,11,1976,1,1,2,-9,0,0,0,1,1,5,5,3,1,1,1,365,1976
"650",365,"JPN",740,6,9,1976,-9,11,1976,0,0,0,-9,0,0,15,4,1,5,5,3,1,1,1,740,1976
"761",602,"ECU",130,12,11,1972,22,11,1972,1,1,2,-9,0,0,15,4,1,5,7,1,0,1,1,130,1972
"762",602,"USA",2,12,11,1972,22,11,1972,0,0,0,-9,0,0,0,1,1,5,7,1,0,1,1,2,1972
"763",603,"USR",365,3,8,1946,3,8,1946,0,0,0,-9,0,0,7,3,0,5,5,3,1,1,2,365,1946
"764",603,"UKG",200,2,8,1946,3,8,1946,1,0,0,-9,0,0,7,3,1,5,5,3,1,1,2,200,1946
"765",603,"IRN",630,2,8,1946,3,8,1946,0,0,0,-9,0,0,0,1,1,5,5,3,1,1,2,630,1946
"766",604,"YAR",678,-9,7,1949,9,9,1949,0,1,1,-9,-9,-9,7,3,1,5,1,2,1,1,1,678,1949
"767",604,"UKG",200,-9,7,1949,9,9,1949,1,0,0,-9,-9,-9,16,4,1,5,1,2,1,1,1,200,1949
"768",605,"CHN",710,30,7,1956,12,12,1956,1,1,1,-9,-9,-9,17,4,1,5,6,1,1,1,1,710,1956
"769",605,"MYA",775,30,7,1956,12,12,1956,0,0,0,-9,-9,-9,17,4,1,5,6,1,1,1,1,775,1956
"770",606,"HUN",310,20,10,1956,14,11,1956,0,0,0,-9,6,-9,20,5,1,5,1,2,1,1,1,310,1956
"771",606,"USR",365,20,10,1956,14,11,1956,1,1,3,-9,6,-9,20,5,1,5,1,2,1,1,1,365,1956
"772",607,"USR",365,13,9,1957,19,11,1957,1,0,0,-9,0,0,7,3,0,5,5,3,1,3,4,365,1957
"773",607,"EGY",651,13,10,1957,19,11,1957,1,0,0,-9,0,0,7,3,0,5,5,3,1,3,4,651,1957
"774",607,"USA",2,25,4,1957,19,11,1957,0,0,0,-9,0,0,7,3,0,5,5,3,1,3,4,2,1957
"775",607,"TUR",640,29,4,1957,19,11,1957,0,1,1,-9,2,-9,17,4,0,5,5,3,1,3,4,640,1957
"776",607,"JOR",663,13,4,1957,19,11,1957,0,0,0,-9,0,0,0,1,1,5,5,3,1,3,4,663,1957
"777",607,"SYR",652,13,4,1957,19,11,1957,1,1,1,-9,2,-9,17,4,1,5,5,3,1,3,4,652,1957
"778",607,"IRQ",645,17,4,1957,26,5,1957,0,0,0,-9,0,0,7,3,0,5,5,3,1,3,4,645,1957
"779",608,"FRN",220,7,11,1958,23,6,1959,0,0,0,-9,0,0,0,1,1,5,5,3,1,1,3,220,1958
"780",608,"USR",365,7,11,1958,23,6,1959,1,1,1,-9,0,0,15,4,1,5,5,3,1,1,3,365,1958
"781",608,"USA",2,7,11,1958,23,6,1959,0,0,0,-9,0,0,7,3,1,5,5,3,1,1,3,2,1958
"782",608,"UKG",200,7,11,1958,23,6,1959,0,0,0,-9,0,0,1,2,1,5,5,3,1,1,3,200,1958
"783",610,"YAR",678,22,10,1962,30,6,1965,1,1,1,-9,-9,-9,16,4,1,5,5,3,1,1,1,678,1962
"784",610,"UKG",200,22,10,1962,30,6,1965,0,0,0,-9,-9,-9,16,4,1,5,5,3,1,1,1,200,1962
"785",611,"CHN",710,6,7,1964,-9,12,1971,0,0,0,-9,-9,-9,1,2,0,5,2,2,1,8,3,710,1964
"786",611,"USR",365,25,2,1964,18,4,1965,0,0,0,-9,0,0,1,2,0,5,2,2,1,8,3,365,1964
"787",611,"THI",800,21,9,1967,28,1,1973,1,0,0,-9,6,-9,20,5,0,5,2,2,1,8,3,800,1967
"788",611,"ROK",732,8,1,1965,28,1,1973,1,0,0,-9,6,-9,20,5,0,5,2,2,1,8,3,732,1965
"789",611,"PHI",840,1,10,1966,28,1,1973,1,0,0,-9,6,-9,20,5,0,5,2,2,1,8,3,840,1966
"790",611,"AUL",900,-9,8,1964,20,12,1972,1,0,0,-9,4,-9,20,5,0,5,2,2,1,8,3,900,1964
"791",611,"NEW",920,24,5,1965,-9,6,1971,1,0,0,-9,2,-9,16,4,0,5,2,2,1,8,3,920,1965
"792",611,"USA",2,23,2,1964,27,1,1973,1,0,0,-9,6,-9,20,5,1,5,2,2,1,8,3,2,1964
"793",611,"RVN",817,30,7,1964,30,4,1975,1,0,0,-9,6,-9,20,5,0,5,2,2,1,8,3,817,1964
"794",611,"DRV",816,23,2,1964,30,4,1975,0,1,3,-9,6,-9,20,5,1,5,2,2,1,8,3,816,1964
"795",611,"CAM",811,13,3,1970,17,4,1975,1,0,0,-9,6,-9,20,5,0,5,2,2,1,8,3,811,1970
"806",619,"UKG",200,15,11,1975,1,6,1976,0,0,0,-9,0,0,16,4,1,5,1,1,1,1,1,200,1975
"807",619,"ICE",395,15,11,1975,1,6,1976,1,1,2,-9,0,0,16,4,1,5,1,1,1,1,1,395,1975
"818",623,"CHN",710,7,4,1964,28,11,1966,0,1,2,-9,2,-9,14,4,1,5,5,3,1,1,1,710,1964
"819",623,"IND",750,7,4,1964,28,11,1966,1,0,0,-9,2,-9,16,4,1,5,5,3,1,1,1,750,1964
"820",624,"BRA",140,-9,4,1963,-9,4,1963,0,0,0,-9,0,0,8,3,1,5,5,3,1,1,1,140,1963
"821",624,"FRN",220,-9,4,1963,-9,4,1963,1,0,0,-9,0,0,7,3,1,5,5,3,1,1,1,220,1963
"827",633,"USA",2,27,6,1950,7,8,1950,1,1,1,-9,0,0,7,3,0,5,5,3,1,2,1,2,1950
"828",633,"CHN",710,1,10,1949,7,8,1950,0,1,1,-9,1,-9,16,4,1,5,5,3,1,2,1,710,1949
"829",633,"TAW",713,1,10,1949,7,8,1950,1,1,1,-9,1,-9,13,4,1,5,5,3,1,2,1,713,1949
"830",634,"CHN",710,1,10,1949,24,1,1950,1,0,0,-9,0,0,15,4,1,5,7,3,0,1,1,710,1949
"831",634,"USA",2,1,10,1949,24,1,1950,0,0,0,-9,0,0,0,1,1,5,7,3,0,1,1,2,1949
"832",1002,"DOM",42,26,4,1963,3,6,1963,0,0,0,-9,0,0,8,3,1,5,5,3,1,1,4,42,1963
"833",1002,"UKG",200,28,4,1963,3,6,1963,0,0,0,-9,0,0,7,3,0,5,5,3,1,1,4,200,1963
"834",1002,"USA",2,28,4,1963,3,6,1963,0,0,0,-9,0,0,7,3,0,5,5,3,1,1,4,2,1963
"835",1002,"CAN",20,28,4,1963,3,6,1963,0,0,0,-9,0,0,7,3,0,5,5,3,1,1,4,20,1963
"836",1002,"HAI",41,26,4,1963,3,6,1963,1,0,0,-9,0,0,16,4,1,5,5,3,1,1,4,41,1963
"837",1006,"ISR",666,20,4,1950,26,10,1956,1,0,0,-9,2,-9,17,4,1,5,5,3,1,1,2,666,1950
"838",1006,"UKG",200,12,10,1956,26,10,1956,0,0,0,-9,0,0,7,3,0,5,5,3,1,1,2,200,1956
"839",1006,"JOR",663,20,4,1950,26,10,1956,0,1,1,-9,3,-9,17,4,1,5,5,3,1,1,2,663,1950
"840",1013,"SAU",670,12,1,1957,7,11,1957,1,1,2,-9,-9,-9,16,4,1,5,5,3,0,1,1,670,1957
"841",1013,"ISR",666,12,1,1957,7,11,1957,0,0,0,-9,-9,-9,0,1,1,5,5,3,0,1,1,666,1957
"842",1017,"LEB",660,28,10,1965,28,10,1965,0,0,0,-9,0,0,0,1,1,5,5,3,0,1,1,660,1965
"843",1017,"ISR",666,28,10,1965,28,10,1965,1,1,2,-9,0,0,16,4,1,5,5,3,0,1,1,666,1965
"844",1018,"ISR",666,14,6,1962,4,7,1962,0,0,0,-9,1,-9,17,4,1,5,5,3,1,1,1,666,1962
"845",1018,"JOR",663,14,6,1962,4,7,1962,1,1,1,-9,1,-9,17,4,1,5,5,3,1,1,1,663,1962
"846",1019,"ISR",666,25,8,1963,5,9,1965,0,0,0,-9,1,-9,17,4,1,5,5,3,1,1,1,666,1963
"847",1019,"JOR",663,25,8,1963,5,9,1965,1,1,1,-9,1,-9,17,4,1,5,5,3,1,1,1,663,1963
"848",1021,"INS",850,15,4,1960,15,8,1962,1,1,1,-9,1,-9,16,4,1,5,4,1,1,1,1,850,1960
"849",1021,"NTH",210,15,4,1960,15,8,1962,0,0,0,-9,1,-9,16,4,1,5,4,1,1,1,1,210,1960
"850",1023,"INS",850,16,8,1951,14,12,1951,1,1,1,-9,0,0,15,4,1,5,5,3,0,1,1,850,1951
"851",1023,"NTH",210,16,8,1951,14,12,1951,0,0,0,-9,0,0,0,1,1,5,5,3,0,1,1,210,1951
"852",1024,"NTH",210,7,11,1957,27,2,1959,0,0,0,-9,0,0,7,3,1,5,5,3,1,1,1,210,1957
"853",1024,"INS",850,7,11,1957,27,2,1959,1,1,1,-9,0,0,15,4,1,5,5,3,1,1,1,850,1957
"864",1035,"JOR",663,17,5,1967,10,6,1967,1,1,1,-9,6,-9,20,5,0,5,2,2,1,6,1,663,1967
"865",1035,"SAU",670,17,5,1967,10,6,1967,1,0,0,-9,-9,-9,16,4,0,5,2,2,1,6,1,670,1967
"866",1035,"KUW",690,17,5,1967,10,6,1967,1,0,0,-9,-9,-9,10,3,0,5,2,2,1,6,1,690,1967
"867",1035,"ISR",666,16,12,1966,10,6,1967,0,0,0,-9,6,-9,20,5,1,5,2,2,1,6,1,666,1966
"868",1035,"SYR",652,16,12,1966,10,6,1967,1,1,1,-9,6,-9,20,5,1,5,2,2,1,6,1,652,1966
"869",1035,"IRQ",645,17,5,1967,10,6,1967,1,0,0,-9,-9,-9,16,4,0,5,2,2,1,6,1,645,1967
"870",1035,"EGY",651,14,5,1967,10,6,1967,1,1,1,-9,6,-9,20,5,0,5,2,2,1,6,1,651,1967
"871",1039,"USR",365,18,9,1970,26,9,1970,1,1,2,-9,0,0,7,3,0,5,5,3,1,3,4,365,1970
"872",1039,"UKG",200,18,9,1970,26,9,1970,0,0,0,-9,0,0,8,3,0,5,5,3,1,3,4,200,1970
"873",1039,"SYR",652,11,6,1970,26,9,1970,1,1,2,-9,3,-9,17,4,1,5,5,3,1,3,4,652,1970
"874",1039,"JOR",663,11,6,1970,26,9,1970,0,0,0,-9,3,-9,17,4,1,5,5,3,1,3,4,663,1970
